10.1111/tpj.14781 | Azospirillum lipoferum | drought | maize | "In this context, the research was designed to study the effects of Azospirillum lipoferum strain (Accession no. GQ255950) inoculation on biochemical attributes and growth of maize plant under drought stress." | NO
10.1016/j.apsoil.2015.04.017 | Hartmannibacter diazotrophicus | salt | Hordeum vulgare | "H. diazotrophicus strain E19T positively promotes barley growth under salt stress conditions, and indicates that the mode of action is based on ACC-deaminase production." | YES
10.1016/j.apsoil.2015.04.017 | Hartmannibacter diazotrophicus | salt | Hordeum vulgare | "We investigated the effect of H. diazotrophicus on growth of summer barley (H. vulgare L) in a greenhouse experiment with non-sterile soil and under high salinity." | NO
10.1016/j.apsoil.2015.04.017 | Hartmannibacter diazotrophicus | salt | Hordeum vulgare | "H. diazotrophicus strain E19T was tested in vivo for the ability to alleviate salt stress on summer barley (cultivar Propino) under greenhouse conditions." | NO
10.1016/j.apsoil.2015.04.017 | Hartmannibacter diazotrophicus | salt | Hordeum vulgare | "H. diazotrophicus strain E19T promoted positively the plant growth of barley under salt stress conditions." | YES
10.1016/j.apsoil.2015.04.017 | Hartmannibacter diazotrophicus | salt | Hordeum vulgare | "Indeed, the results of the ethylene emission experiment (Table 1) revealed rising of ethylene production by increasing salt concentration and significant reduction of ethylene production of barley plantlets by the ACC deaminase activity of H. diazotrophicus E19T under the same salt stress conditions." | YES
10.1016/j.apsoil.2015.04.017 | Hartmannibacter diazotrophicus | salt | Hordeum vulgare | "However, significantly higher root and sheath dry weights of barley plants treated with H. diazotrophicus E19T under salt stress after 42 days growth was observed (Table 2) revealing a reduction of the salt stress effect." | YES
10.1016/j.apsoil.2015.04.017 | Pseudomonas corrugata | salt | Hordeum vulgare | "Similar results were reported by Chang et al. (2014) showing an enhancement of barley root and shoot biomass in greenhouse experiment by inoculation of Pseudomonas corrugata CMH3 and Acinetobacter sp. CMH2 isolated from the rhizosphere of monocotyledonous grasses from soil with high salinity" | NO
10.1016/j.apsoil.2015.04.017 | Acinetobacter | salt | Hordeum vulgare | "Similar results were reported by Chang et al. (2014) showing an enhancement of barley root and shoot biomass in greenhouse experiment by inoculation of Pseudomonas corrugata CMH3 and Acinetobacter sp. CMH2 isolated from the rhizosphere of monocotyledonous grasses from soil with high salinity" | NO
10.1016/j.apsoil.2015.04.017 | Hartmannibacter diazotrophicus | salt | Hordeum vulgare | "Root-to-shoot ratio of barley plants under salt stress inoculated with H. diazotrophicus increase remarkably compared to uninoculated plants (Table 2)." | YES
10.1016/j.apsoil.2015.04.017 | Pseudomonas putida | salt | wheat | "Root-to-shoot increase by PGPR under salt stress have been reported on wheat by Pseudomonas putida (N21), Pseudomonas aeruginosa (N39) and Serratia proteamaculans (M35) (Zahir et al., 2009), on red pepper seedlings by B. licheniformis, B. iodinum and Z. alba (Siddikee et al., 2011) and on barley by P. corrugata CMH3 and Acinetobacter sp. CMH2 (Chang et al., 2014)." | YES
10.1016/j.apsoil.2015.04.017 | Pseudomonas aeruginosa | salt | wheat | "Root-to-shoot increase by PGPR under salt stress have been reported on wheat by Pseudomonas putida (N21), Pseudomonas aeruginosa (N39) and Serratia proteamaculans (M35) (Zahir et al., 2009), on red pepper seedlings by B. licheniformis, B. iodinum and Z. alba (Siddikee et al., 2011) and on barley by P. corrugata CMH3 and Acinetobacter sp. CMH2 (Chang et al., 2014)." | YES
10.1016/j.apsoil.2015.04.017 | Serratia proteamaculans | salt | wheat | "Root-to-shoot increase by PGPR under salt stress have been reported on wheat by Pseudomonas putida (N21), Pseudomonas aeruginosa (N39) and Serratia proteamaculans (M35) (Zahir et al., 2009), on red pepper seedlings by B. licheniformis, B. iodinum and Z. alba (Siddikee et al., 2011) and on barley by P. corrugata CMH3 and Acinetobacter sp. CMH2 (Chang et al., 2014)." | YES
10.1016/j.apsoil.2015.04.017 | Bacillus licheniformis | salt | red pepper | "Root-to-shoot increase by PGPR under salt stress have been reported on wheat by Pseudomonas putida (N21), Pseudomonas aeruginosa (N39) and Serratia proteamaculans (M35) (Zahir et al., 2009), on red pepper seedlings by B. licheniformis, B. iodinum and Z. alba (Siddikee et al., 2011) and on barley by P. corrugata CMH3 and Acinetobacter sp. CMH2 (Chang et al., 2014)." | YES
10.1016/j.apsoil.2015.04.017 | Brevibacterium iodinum | salt | red pepper | "Root-to-shoot increase by PGPR under salt stress have been reported on wheat by Pseudomonas putida (N21), Pseudomonas aeruginosa (N39) and Serratia proteamaculans (M35) (Zahir et al., 2009), on red pepper seedlings by B. licheniformis, B. iodinum and Z. alba (Siddikee et al., 2011) and on barley by P. corrugata CMH3 and Acinetobacter sp. CMH2 (Chang et al., 2014)." | YES
10.1016/j.apsoil.2015.04.017 | Zhihengliuella alba | salt | red pepper | "Root-to-shoot increase by PGPR under salt stress have been reported on wheat by Pseudomonas putida (N21), Pseudomonas aeruginosa (N39) and Serratia proteamaculans (M35) (Zahir et al., 2009), on red pepper seedlings by B. licheniformis, B. iodinum and Z. alba (Siddikee et al., 2011) and on barley by P. corrugata CMH3 and Acinetobacter sp. CMH2 (Chang et al., 2014)." | YES
10.1016/j.apsoil.2015.04.017 | Pseudomonas corrugata | salt | barley | "Root-to-shoot increase by PGPR under salt stress have been reported on wheat by Pseudomonas putida (N21), Pseudomonas aeruginosa (N39) and Serratia proteamaculans (M35) (Zahir et al., 2009), on red pepper seedlings by B. licheniformis, B. iodinum and Z. alba (Siddikee et al., 2011) and on barley by P. corrugata CMH3 and Acinetobacter sp. CMH2 (Chang et al., 2014)." | YES
10.1016/j.apsoil.2015.04.017 | Acinetobacter | salt | barley | "Root-to-shoot increase by PGPR under salt stress have been reported on wheat by Pseudomonas putida (N21), Pseudomonas aeruginosa (N39) and Serratia proteamaculans (M35) (Zahir et al., 2009), on red pepper seedlings by B. licheniformis, B. iodinum and Z. alba (Siddikee et al., 2011) and on barley by P. corrugata CMH3 and Acinetobacter sp. CMH2 (Chang et al., 2014)." | YES
10.1016/j.apsoil.2015.04.017 | Hartmannibacter diazotrophicus | salt | barley | "Inoculation of H. diazotrophicus in salt stressed barley plants showed no effect on leaf blades or sheaths Na+ concentration." | NO
10.1016/j.apsoil.2015.04.017 | Achromobacter piechaudii | salt | tomato | "These findings are in accordance with Mayak et al. (2004) who reported no influence on Na+ in leaves by A. piechaudii inoculation on tomato plants under two different salt stress levels." | NO
10.1016/j.apsoil.2015.04.017 | Pseudomonas putida | salt | wheat | "P. putida, Enterobacter cloacae, Serratia ficaria and Pseudomonas fluorescens have been reported to increased the K+ / Na+ ratio by increasing K+ , effectively influencing salinity tolerance in wheat (Nadeem et al., 2012). | YES
10.1016/j.apsoil.2015.04.017 | Enterobacter cloacae | salt | wheat | "P. putida, Enterobacter cloacae, Serratia ficaria and Pseudomonas fluorescens have been reported to increased the K+ / Na+ ratio by increasing K+ , effectively influencing salinity tolerance in wheat (Nadeem et al., 2012). | YES
10.1016/j.apsoil.2015.04.017 | Serratia ficaria | salt | wheat | "P. putida, Enterobacter cloacae, Serratia ficaria and Pseudomonas fluorescens have been reported to increased the K+ / Na+ ratio by increasing K+ , effectively influencing salinity tolerance in wheat (Nadeem et al., 2012). | YES
10.1016/j.apsoil.2015.04.017 | Pseudomonas fluorescens | salt | wheat | "P. putida, Enterobacter cloacae, Serratia ficaria and Pseudomonas fluorescens have been reported to increased the K+ / Na+ ratio by increasing K+ , effectively influencing salinity tolerance in wheat (Nadeem et al., 2012). | YES
10.1016/j.apsoil.2015.04.017 | Hartmannibacter diazotrophicus | salt | barley | "Inoculation of H. diazotrophicus in salt stressed barley plants showed no significant effect on K+ concentration neither in leaf blades, sheaths nor roots, but a slight, yet not significant, increase of Mg2+ in sheaths, Ca2+ in leaf blades and an opposite effect in roots by a slight reduction of Mg2+ and Ca2+ concentration." | NO
10.1016/j.apsoil.2015.04.017 | Hartmannibacter diazotrophicus | salt | barley | "H. diazotrophicus strain E19T promotes plant growth in barley plants under salt stress." | YES
10.1016/j.envexpbot.2015.12.011 | Bacillus pumilus | salt | rice | "Accordingly, Jha and Subramanian (2013) reported that the inoculation of plants with B. pumilus provides resistance in rice plants against salt stress." | YES
10.1016/j.envexpbot.2015.12.011 | Bacillus pumilus | salt | rice | "The inoculation with Bacillus pumilus under NaCl stress enhanced the antioxidation activity of the rice plants, however, reversed this effect when salinity stress was combined with high B (Figure 2)." | YES
10.1016/j.envexpbot.2015.12.011 | Bacillus | salt | white clover | "For example, Han et al. (2014) conducted an experiment with white clover and observed a significant increase in the leaf chlorophyll contents when the salt stressed plants were inoculated with Bacillus GBO3." | YES
10.1016/j.envexpbot.2015.12.011 | Bacillus | salt | strawberry | "Previously, Bacillus sp. has been proved to promote the growth of strawberry plants grown under salt stress conditions (Karlidag et al. 2013)." | YES
10.1094/MPMI-21-6-0737 | Bacillus subtilis | salt | Arabidopsis thaliana | "Here, we report that tissue-specific regulation of HKT1 by the soil bacterium Bacillus subtilis GB03 confers salt tolerance in Arabidopsis thaliana." | YES
10.1002/jobm.201600188 | Pseudomonas simiae | salt | Glycine max | "To keep above views in the mind, we investigated the effect of NO on salt tolerance mechanism in soybean (Glycine max.) plant in the presence of a PGPR strain Pseudomonas simiae AU (MTCC-12057)." | NO
10.1002/jobm.201600188 | Pseudomonas simiae | salt | Glycine max | "We analyzed that the SNP treatment induced biofilm production in P. simiae bacterium and recruits such type of root exudates those attract bacterial strain, approach to better colonization with soybean plant root under salinity." | NO
10.1002/jobm.201600188 | Pseudomonas simiae | salt | Glycine max | "In the present study, we examined that a PGPR bacterium strain P. simiae AU was exhibited with lower colonization efficiency with soybean root under 100 mM NaCl stress." | NO
10.1002/jobm.201600188 | Azospirillum | drought | wheat | "El-Komy et al. [53] reported that, Azospirillum spp. enhanced nitrate reductase activity in wheat plants under water stress." | YES
10.1002/jobm.201600188 | Pseudomonas simiae | salt | Glycine max | "In addition, P. simiae enhanced salt tolerance mechanism, when applied with SNP in soybean plant, possibly through enhancement of Naþ homeostasis, N storage, and antioxidative mechanism." | YES
10.1094/PHYTO-98-6-0666 | Pseudomonas syringae | salt | Arabidopsis thaliana | "The ability of four plant growth-promoting rhizobacteria, isolated in a previous study, to induce systemic resistance on Arabidopsis thaliana Col 0 against biotic and abiotic stress was evaluated. All the bacteria enhanced protection against the foliar pathogen Pseudomonas syringae DC3000 and increased plant tolerance to salt stress (NaCl 60 mM)." | NO
10.1094/PHYTO-98-6-0666 | Pseudomonas syringae | salt | Arabidopsis thaliana | "The aim of this work was first, to study the ability of the four PGPR strains to improve growth and to induce systemic resistance in A. thaliana Col 0 against biotic (the leaf spot pathogen P. syringae DC3000) and abiotic (salt) stress." | NO
10.1094/PHYTO-98-6-0666 | Pseudomonas syringae | salt | Arabidopsis thaliana | "In this study, four PGPR isolated in a previous work (1) were tested for their ability to promote plant growth and induce systemic resistance on A. thaliana against biotic stress (the leaf spot pathogen P. syringae DC3000) and abiotic stress (salt)." | NO
10.1002/jmr.2371 | Paenibacillus polymyxa | drought | Arabidopsis thaliana | "In the model plant Arabidopsis thaliana, it has been shown that the association of the PGPR Paenibacillus polymyxa resulted in induced systemic tolerance to drought, establishing that PGPR can be proposed as effective stress-tolerant modulators (Timmusk et al., 1999)." | YES
10.1002/jmr.2371 | Pseudomonas pseudoalcaligenes | salt | rice | "Data indicate that inoculation of rice plants in paddy soils with Pseudomonas pseudoalcaligenes and Bacillus pumilus confers significant resistance to salinity stress." | YES
10.1002/jmr.2371 | Bacillus pumilus | salt | rice | "Data indicate that inoculation of rice plants in paddy soils with Pseudomonas pseudoalcaligenes and Bacillus pumilus confers significant resistance to salinity stress." | YES
10.1007/s40003-014-0139-1 | Pseudomonas | Salt | Glycine max | "Pseudomonas-Mediated Mitigation of Salt Stress and Growth Promotion in Glycine max" | YES
10.1007/s40003-014-0139-1 | Pseudomonas koreensis | salt | Glycine max | "soybean seeds with and without PGPB-inoculated soil, subjected to salt stress (200 mM NaCl) at 0 day. P. koreensis strain AK-1 significantly enhanced emergence at 7 DAS than control (Table 1)." | YES
10.1007/s00425-010-1196-8 | Bacillus megaterium | salt | Zea mays | "Regulation of plasma membrane aquaporins by inoculation with a Bacillus megaterium strain in maize (Zea mays L.) plants under unstressed and salt-stressed conditions" | YES
10.1007/s00425-010-1196-8 | Azospirillum brasilense | salt | sorghum | "Thus, there is only one report describing an increase in root hydraulic conductance (L) in sorghum plants by inoculation with Azospirillum brasilense under control and osmotic stress conditions (Sarig et al. 1992)." | NO
10.1007/s00425-010-1196-8 | Pseudomonas mendocina | drought | lettuce | "However, only Alguacil et al. (2009) have analyzed how inoculation with one PGPR (Pseudomonas mendocina) modulates expression of a PIP2 gene in lettuce plants, finding an up-regulation under unstressed conditions, but no effect under drought conditions." | NO
10.1007/s00425-010-1196-8 | Bacillus megaterium | salt | Zea mays | "Here, it was intended to elucidate how this B. megaterium strain could modify L and PIP aquaporin gene expression and protein abundance under salt-stressed conditions in maize (Zea mays L.) plants." | NO
10.1007/s00425-010-1196-8 | Bacillus megaterium | salt | Zea mays | "Here it was confirmed that the B. megaterium strain used was able modify salt response in maize plants in terms of root growth, necrotic leaf area, leaf relative water content and L." | YES
10.1111/j.1469-8137.2006.01961.x | Glomus intraradices | salt | Phaseolus vulgaris | "Phaseolus vulgaris plants were inoculated or not with the AM fungus Glomus intraradices, and subjected to drought, cold or salinity." | NO
10.1111/j.1469-8137.2006.01961.x | Glomus intraradices | drought | Phaseolus vulgaris | "Phaseolus vulgaris plants were inoculated or not with the AM fungus Glomus intraradices, and subjected to drought, cold or salinity." | NO
10.1111/j.1469-8137.2006.01961.x | Glomus intraradices | cold | Phaseolus vulgaris | "Phaseolus vulgaris plants were inoculated or not with the AM fungus Glomus intraradices, and subjected to drought, cold or salinity." | NO
10.1111/j.1469-8137.2006.01961.x | Glomus mosseae | drought | Glycine max | "Porcel et al. (2006) found that, under water deficit conditions, the AM fungus Glomus mosseae accelerated the decrease of a PIP gene expression in roots of Glycine max plants and diminished the expression of two PIP genes in roots of Lactuca sativa plants." | YES
10.1111/j.1469-8137.2006.01961.x | Glomus mosseae | drought | Lactuca sativa | "Porcel et al. (2006) found that, under water deficit conditions, the AM fungus Glomus mosseae accelerated the decrease of a PIP gene expression in roots of Glycine max plants and diminished the expression of two PIP genes in roots of Lactuca sativa plants." | YES
10.1111/j.1469-8137.2006.01961.x | Glomus intraradices | salt | Phaseolus vulgaris | "P. vulgaris plants were inoculated with the AM fungus Glomus intraradices and root hydraulic properties and aquaporin expression and abundance were examined after drought, salt or cold stresses." | NO
10.1111/j.1469-8137.2006.01961.x | Glomus intraradices | drought | Phaseolus vulgaris | "P. vulgaris plants were inoculated with the AM fungus Glomus intraradices and root hydraulic properties and aquaporin expression and abundance were examined after drought, salt or cold stresses." | NO
10.1111/j.1469-8137.2006.01961.x | Glomus intraradices | cold | Phaseolus vulgaris | "P. vulgaris plants were inoculated with the AM fungus Glomus intraradices and root hydraulic properties and aquaporin expression and abundance were examined after drought, salt or cold stresses." | NO
10.1111/j.1469-8137.2006.01961.x | Glomus intraradices | drought | Phaseolus vulgaris | "Colonization of P. vulgaris roots by the AM fungus G. intraradices prevented leaf dehydration caused by drought and salinity treatments as revealed by the higher RWC of AM leaves compared with nonAM leaves." | YES
10.1111/j.1469-8137.2006.01961.x | Glomus intraradices | salt | Phaseolus vulgaris | "Colonization of P. vulgaris roots by the AM fungus G. intraradices prevented leaf dehydration caused by drought and salinity treatments as revealed by the higher RWC of AM leaves compared with nonAM leaves." | YES
10.1071/FP11173 | Azospirillum brasilense | salt | Capsicum annuum | "To characterise the effect of bacterial inoculants (Azospirillum brasilense and Pantoea dispersa) on the response of sweet pepper (Capsicum annuum L.) to saline stress, plants were exposed to 0, 40, 80 and 120 mM NaCl in solution." | NO
10.1071/FP11173 | Pantoea dispersa | salt | Capsicum annuum | "To characterise the effect of bacterial inoculants (Azospirillum brasilense and Pantoea dispersa) on the response of sweet pepper (Capsicum annuum L.) to saline stress, plants were exposed to 0, 40, 80 and 120 mM NaCl in solution." | NO
10.1071/FP11173 | Bacillus | salt | Capsicum annuum | "Sziderics et al. (2007) found that inoculation of sweet pepper with Bacillus sp. led to relief from osmotic stress whilst Karlidag et al. (2011) found that Azospirillum reduced the Cl– concentration in leaves of salt-stressed strawberry (Fragaria ananassa Duch.) plants." | YES
10.1071/FP11173 | Azospirillum | salt | Fragaria ananassa | "Sziderics et al. (2007) found that inoculation of sweet pepper with Bacillus sp. led to relief from osmotic stress whilst Karlidag et al. (2011) found that Azospirillum reduced the Cl– concentration in leaves of salt-stressed strawberry (Fragaria ananassa Duch.) plants." | YES
10.1071/FP11173 | Bacillus | salt | Fragaria ananassa | "Sziderics et al. (2007) found that inoculation of sweet pepper with Bacillus sp. led to relief from osmotic stress whilst Karlidag et al. (2011) found that Azospirillum reduced the Cl– concentration in leaves of salt-stressed strawberry (Fragaria ananassa Duch.) plants." | NO
10.1071/FP11173 | Bacillus | salt | Fragaria ananassa | "Sziderics et al. (2007) found that inoculation of sweet pepper with Bacillus sp. led to relief from osmotic stress whilst Karlidag et al. (2011) found that Azospirillum reduced the Cl– concentration in leaves of salt-stressed strawberry (Fragaria ananassa Duch.) plants." | NO
10.1071/FP11173 | Azospirillum | salt | maize | "Hamdia et al. (2004) also found that Azospirillum inoculation markedly altered the Na+ –K+ selectivity of salt stressed maize (Zea mays L.), increasing the K+ : Na+ ratio, in agreement with our findings in sweet pepper." | YES
10.1071/FP11173 | Azospirillum | salt | Capsicum annuum | "Hamdia et al. (2004) also found that Azospirillum inoculation markedly altered the Na+ –K+ selectivity of salt stressed maize (Zea mays L.), increasing the K+ : Na+ ratio, in agreement with our findings in sweet pepper." | NO
10.1007/s11104-006-9015-5 | Glomus intraradices | salt | Lotus glaber | "Alleviation of salt stress in Lotus glaber by Glomus intraradices" | YES
10.1007/s11104-006-9015-5 | Glomus intraradices | salt | Lotus glaber | "G. intraradices improved growth of L. glaber plants under saline conditions." | YES
10.1007/s11104-006-9015-5 | Glomus intraradices | salt | Lotus glaber | "Prevention of Na+ accumulation in the plant and enhancement of K+ concentrations in roots observed in this work could be part of the general mechanism of salt stress alleviation of L. glaber by G. intraradices." | YES
10.1007/s11104-006-9015-5 | Glomus intraradices | salt | Lotus glaber | "Based on that report, we have directed the present work at evaluating the influence of the AM fungus G. intraradices on the tolerance to salinity of two L. glaber genotypes with different sensitivities to salt stress." | NO
10.1007/s11104-006-9015-5 | Glomus intraradices | salt | Lotus glaber | "Regardless of genotypic diversity, our results show that in the presence of salt, L. glaber plants colonized by G. intraradices grew better than non-mycorrhizal plants." | YES
10.1007/s11104-006-9015-5 | Glomus intraradices | salt | Lotus glaber | "Therefore, prevention of Na+ accumulation in the plant and enhancement of K+ concentrations in roots observed in this work could be part of the general mechanism of salt stress alleviation of L. glaber by G. intraradices." | YES
10.1007/s11104-006-9015-5 | Glomus intraradices | salt | Lotus glaber | "At the moment, it is not possible to describe more deeply, how G. intraradices activates salt tolerance in L. glaber, since the salt tolerance mechanism in Lotus species has not been yet elucidated itself." | YES
10.1007/s11104-006-9015-5 | Glomus intraradices | salt | Lotus glaber | "Identification of L. glaber genotypes differing in salt stress tolerance has been useful for studying physiological aspects of plant protection against this stress by G. intraradices." | YES
10.1007/s00572-004-0345-y | Glomus clarum | salt | mungbean | "An experiment was carried out to investigate the interaction between the mycorrhizal fungus Glomus clarum, isolated from a saline soil, and kinetin on the growth and physiology of mungbean plants irrigated with different dilutions of seawater (0, 10, 20, and 30%)." | NO
10.1007/s00572-004-0345-y | Glomus clarum | salt | mungbean | "The objective of the present work was to study the effects of inoculation with a salt-tolerant isolate of Glomus clarum and foliar application of kinetin on the growth and physiology of mungbean plants irrigated with different concentrations of seawater." | NO
10.1007/s00572-004-0345-y | Glomus clarum | salt | Allium cepa | "Mycorrhizal inocula consisted of soil, spores, mycelium and infected root fragments, obtained from an open pot culture (Allium cepa L.) of G. clarum Nicolson and Schenck, previously isolated from a saline soil and provided by the Botany Department, Faculty of Science, Mansoura University, Egypt." | NO
10.1093/jxb/ern057 | Glomus intraradices | drought | Lactuca sativa | "To achieve our objective, lettuce plants were inoculated or not with the AM fungus Glomus intraradices and subjected to 10 d of water deficit and/or recovered for three additional days." | NO
10.1016/j.ejsobi.2009.11.002 | Pseudomonas putida | salt | Gossypium hirsutum | "Growth promotion and protection against salt stress by Pseudomonas putida Rs-198 on cotton" | YES
10.1016/j.ejsobi.2009.11.002 | Klebsiella oxytoca | salt | Gossypium hirsutum | "Our research team investigated Klebsiella oxytoca Rs-5 with ACC deaminase activity and reported that it could increase the germination rate of cotton seeds as well as the activity of some protective enzymes of the cotton cotyledon in salt stress conditions that could alleviate salt stress and promote cotton seedling growth [5], [16]." | YES
10.1016/j.ejsobi.2009.11.002 | Pseudomonas putida | salt | Gossypium hirsutum | "Cotton (Gossypium hirsutum L.) variety Xinluzao13 and bacterial strain Pseudomonas putida Rs-198 were used for the salt stress inoculation experiments." | NO
10.1016/j.envexpbot.2013.09.014 | Burkholderia phytofirmans | drought | maize | "Increased drought stress resilience of maize through endophytic colonization by Burkholderia phytofirmans PsJN and Enterobacter sp. FD17" | YES
10.1016/j.envexpbot.2013.09.014 | Enterobacter | drought | maize | "Increased drought stress resilience of maize through endophytic colonization by Burkholderia phytofirmans PsJN and Enterobacter sp. FD17" | YES
10.1016/j.envexpbot.2013.09.014 | Burkholderia phytofirmans | drought | maize | "The effect of inoculation of two bacterial endophytes Burkholderia phytofirmans strain PsJN and Enterobacter sp. FD17 on growth, water status and photosynthetic activity of two maize cultivars under drought stress conditions was investigated." | NO
10.1016/j.envexpbot.2013.09.014 | Enterobacter | drought | maize | "The effect of inoculation of two bacterial endophytes Burkholderia phytofirmans strain PsJN and Enterobacter sp. FD17 on growth, water status and photosynthetic activity of two maize cultivars under drought stress conditions was investigated." | NO
10.1016/j.envexpbot.2013.09.014 | Burkholderia phytofirmans | drought | maize | "We therefore evaluated the potential of two endophytic bacterial strains, Burkholderia phytofirmans strain PsJN and Enterobacter sp. FD17, for improving physiology and growth of maize under drought stress." | NO
10.1016/j.envexpbot.2013.09.014 | Enterobacter | drought | maize | "We therefore evaluated the potential of two endophytic bacterial strains, Burkholderia phytofirmans strain PsJN and Enterobacter sp. FD17, for improving physiology and growth of maize under drought stress." | NO
10.1016/j.envexpbot.2013.09.014 | Burkholderia phytofirmans | drought | maize | "In the present study, two bacterial endophytic strains, B. phytofirmans PsJN and Enterobacter sp. FD17 were evaluated for improving growth and physiological parameters of two differentially adapted maize cultivars under drought stress conditions." | NO
10.1016/j.envexpbot.2013.09.014 | Enterobacter | drought | maize | "In the present study, two bacterial endophytic strains, B. phytofirmans PsJN and Enterobacter sp. FD17 were evaluated for improving growth and physiological parameters of two differentially adapted maize cultivars under drought stress conditions." | NO
10.1016/j.envexpbot.2013.09.014 | Burkholderia phytofirmans | drought | maize | "Based on our results we conclude that application of B. phytofirmans strain PsJN is more efficient to improve physiology, relative water content and biomass of maize under drought conditions than Enterobacter sp. strain FD17." | YES
10.1016/j.envexpbot.2013.09.014 | Enterobacter | drought | maize | "Based on our results we conclude that application of B. phytofirmans strain PsJN is more efficient to improve physiology, relative water content and biomass of maize under drought conditions than Enterobacter sp. strain FD17." | YES
10.1094/MPMI-21-8-1067 | Pseudomonas chlororaphis | Drought | Arabidopsis thaliana | "2R,3R-Butanediol, a Bacterial Volatile Produced by Pseudomonas chlororaphis O6, Is Involved in Induction of Systemic Tolerance to Drought in Arabidopsis thaliana" | YES
10.1007/s00374-009-0401-z | Pseudomonas putida | drought | sunflower | "Alleviation of drought stress effects in sunflower seedlings by the exopolysaccharides producing Pseudomonas putida strain GAP-P45" | YES
10.1007/s00374-009-0401-z | Pseudomonas putida | drought | sunflower | "The strain GAP-P45, isolated from alfisol of sunflower rhizosphere, showed the highest level of EPS production under water stress conditions, was identified as Pseudomonas putida on the basis of 16S rDNA sequence analysis, and was used as seed treatment to study its effect in alleviating drought stress effects in sunflower seedlings." | NO
10.1007/s00374-009-0401-z | Pseudomonas | drought | sunflower | "Inoculation of Pseudomonas sp. strain GAP-P45 increased the survival, plant biomass, and root adhering soil/root tissue ratio of sunflower seedlings subjected to drought stress." | YES
10.1007/s00374-009-0401-z | Paenibacillus polymyxa | salt | wheat | "Similar results were obtained with wheat plantlets inoculated with Paenibacillus polymyxa (Gouzou et al. 1993) and Pantoea agglomerans (Amellal et al. 1998) under salt stress." | NO
10.1007/s00374-009-0401-z | Pantoea agglomerans | salt | wheat | "Similar results were obtained with wheat plantlets inoculated with Paenibacillus polymyxa (Gouzou et al. 1993) and Pantoea agglomerans (Amellal et al. 1998) under salt stress." | NO
10.1007/s00374-009-0401-z | Bradyrhizobium | drought | Cowpea | "Hartel and Alexander (1986) observed a significant correlation between the amount of EPS produced by cowpea Bradyrhizobium strains and their desiccation tolerance." | YES
10.1007/s00374-009-0401-z | Pseudomonas | drought | sunflower | "The Pseudomonas sp. strain GAP-P45, isolated from sunflower rhizosphere grown in alfisol of Gunegal Research Farm (GRF), Central Research Institute for Dryland Agriculture (CRIDA), Hyderabad, India was an efficient EPS producer under drought stress (−0.73 MPa) and possessed plant growth properties (Table 1)." | NO
10.1007/s00374-009-0401-z | Pseudomonas putida | drought | sunflower | "Inoculation of EPS-producing P. putida strain GAP-P45 significantly increased total root, shoot length (Fig. 1a), and dry biomass in sunflower seedlings, both under no stress and drought stress conditions, and the effects of inoculation on root dry biomass were higher (53.92% and 45.1% under no stress and drought stress conditions, respectively) than on shoots (Fig. 1b)." | YES
10.1007/s00374-009-0401-z | Pseudomonas | drought | sunflower | "The EPS-producing Pseudomonas strain GAP-P45 act as a plant growth promoting rhizobacteria and can alleviate the effect of drought stress in sunflower plants possibly through improved soil structure and plant growth promoting substances." | YES
10.5423/PPJ.SI.02.2013.0021 | Bacillus licheniformis | Drought | Pepper | "Induction of Drought Stress Resistance by Multi-Functional PGPR Bacillus licheniformis K11 in Pepper" | YES
10.5423/PPJ.SI.02.2013.0021 | Bacillus licheniformis | drought | pepper | "The growth of pepper plants under drought stress with or without inoculation with B. licheniformis K11 was compared with the water treated plants." | NO
10.5423/PPJ.SI.02.2013.0021 | Bacillus licheniformis | drought | pepper | "In pepper plant roots inoculated with B. licheniformis K11 under drought stress, abundance of 222 protein spots was differentially expressed as compared with drought stress treatment." | NO
10.5423/PPJ.SI.02.2013.0021 | Bacillus licheniformis | drought | pepper | "Differentially expressed protein spots in pepper plant with B. licheniformis K11 inoculation under drought stress were identified using PMF." | NO
10.5423/PPJ.SI.02.2013.0021 | Bacillus licheniformis | drought | pepper | "These results suggest that PGPR B. licheniformis K11 induced drought stress tolerance of pepper plants via regulation of the stress-related genes investigated." | YES
10.5423/PPJ.SI.02.2013.0021 | Bacillus licheniformis | drought | pepper | "PGPR B. licheniformis K11 might be able to reduce the ethylene concentration of pepper plants by cleaving ACC under drought stress and hence increased plant growth." | YES
10.5423/PPJ.SI.02.2013.0021 | Bacillus licheniformis | drought | pepper | "Thus, it is assumed that overexpression of Cadhn, VA, sHSP and CaPR-10 may lead to the induction of stress tolerance by pepper plants treated with B. licheniformis K11." | YES
10.1371/journal.pone.0052565 | Paenibacillus polymyxa | drought | Arabidopsis thaliana | "For instance, the PGPR strain Paenibacillus polymyxa has been demonstrated to enhance the drought tolerance of Arabidopsis thaliana by stimulating the transcription of a drought-response gene, EARLY RESPONSIVE TO DEHYDRATION 15 (ERD15), and of an ABA-responsive gene, RAB18 [21]." | YES
10.1371/journal.pone.0052565 | Achromobacter piechaudii | drought | tomato | "For example, the ACC deaminase-containing PGPR strain Achromobacter piechaudii ARV8 has been demonstrated to significantly increase the fresh and dry weights of both drought-treated tomato and pepper seedlings, and reduce ethylene production in tomato seedlings exposed to transient water deficit stress [22]." | YES
