label	text	microorganism	stress	plant	id
0	The alteration in the apparent RuBisCO activity by the inoculation of <e1>Streptococcus sciuri</e1> ET101 in tomato and <e3>rice</e3> plants can provide novel insights in the plant–microbe interaction mechanisms during <e2>salinity</e2> stress.	Streptococcus sciuri	salinity	rice	7820118
1	The endophytic bacteria Bacillus safensis and <e1>Ochrobactrum</e1> pseudogregnonense increased antioxidant activity and enhanced <e3>wheat</e3> growth under <e2>drought</e2> conditions -REF-.	Ochrobactrum	drought	wheat	9600683
0	However, Del Amor and Cuadra-Crespo, 2012, showed that the co-inoculation of Azospirillum brasilense and <e1>Pantoea</e1> diversa on sweet <e3>peppers</e3> did not affect the photochemical efficiency of photosystem II and the relative content of chlorophyll but contributed to maintaining a higher stomatal conductivity; therefore, they concluded that the influence of inoculants on the response to <e2>salinity</e2> was due mainly to the stomatal regulation of photosynthesis and not to the influence on the biochemical limitations of photosynthesis -REF-.	Pantoea	salinity	peppers	10252715
1	<e1>Burkholderia phytofirmans</e1> strain PsJN has been found to reduce <e2>salt</e2> stress in <e3>Arabidopsis</e3> -REF- and maize -REF-, as well as drought stress in wheat -REF-.	Burkholderia phytofirmans	salt	Arabidopsis	10433232
0	The inoculation of cucumber plants with a consortium of bacteria, including <e3>Bazzania subtilis</e3>, Bacillus cereus, and <e1>Serratia</e1> sp., has been shown to increase <e2>drought</e2> resistance by preserving photosynthetic activity through inhibition of the downregulation of APX genes and the RuBisCO large and small subunit genes, rbcL and rbcS.	Serratia	drought	Bazzania subtilis	8998651
0	This work analyzed the mechanisms involved in <e2>drought</e2> stress alleviation exerted by <e1>Rhizobium leguminosarum</e1> strains in <e3>wheat</e3> plants under water shortage conditions.	Rhizobium leguminosarum	drought	wheat	9686006
1	<e1>Pseudomonas</e1> induces drought tolerance in mung bean -REF- and <e2>salt</e2> tolerance in <e3>cotton</e3> plants -REF-.Bacillus improves drought stress tolerance in maize, promoting better oxidative and water balance -REF-.	Pseudomonas	salt	cotton	7917748
0	AQP gene GintAQP1 in <e1>Rhizophagus intraradices</e1> expressed upon homeostasis relying on two Na+/H+ antiporters in <e2>salinity</e2> stressed <e3>tomato</e3> plants depict insignificant expression levels of LeNHX1 and LeNHX2 genes under AMF symbiosis -REF-.	Rhizophagus intraradices	salinity	tomato	8071382
1	Kandasamy et al., conducted a proteomics analysis of <e2>drought-stressed</e2> <e3>rice</e3> after priming with the PGPR <e1>Pseudomonas fluorescens</e1> and concluded that the protective effects of the bacterium were associated with molecular modulation in multiple processes and mechanisms involving various stress inducible proteins -REF-.	Pseudomonas fluorescens	drought-stressed	rice	6841942
1	In <e2>drought-stressed</e2> plants, it has been shown that PGPR such as Paenibacillus polymyxa, Achromobacter piechaudi, Azospirillum brasilense, <e1>Pseudomonas</e1> sp., Burkholderia, Arthrobacter, Microccocus luteus, and Bacillus enhanced the drought tolerance of Arabidopsis thaliana -REF-, <e3>pepper</e3>, tomato -REF-, -REF-, wheat -REF- and maize -REF- plants.	Pseudomonas	drought-stressed	pepper	9415082
0	This study assessed the potential of <e1>Bacillus endophyticus</e1> PB3, Bacillus altitudinis PB46, and Bacillus megaterium PB50 to induce <e2>drought</e2> tolerance in a susceptible <e3>rice</e3> cultivar.	Bacillus endophyticus	drought	rice	7923115
1	<e3>Chickpea</e3> inoculated with <e1>Azospirillum lipoferum</e1> FK1, also showed higher accumulation of proline and glycine-betaine, as well as proteins and sugars under <e2>salinity</e2> stress exhibited -REF-.	Azospirillum lipoferum	salinity	Chickpea	8472176
1	-REF- showed that that <e1>Bacillus amyloliquefaciens</e1> up-regulated genes related to Na+ translocation, photosynthesis, auxin, ROS-scavenging, and osmoprotectants, as well as ethylene and jasmonic acid signaling under <e2>salt</e2> stress conditions in <e3>Arabidopsis thaliana</e3>.	Bacillus amyloliquefaciens	salt	Arabidopsis thaliana	8467090
0	This is supported by evidence presented in this study, including: 1 reduced iron uptake by the sorghum root during drought, 2 the abundance of iron metabolism genes in enriched <e1>Actinobacteria</e1>, 3 induced Actinobacterial enrichment in a mutant <e3>maize</e3> line with reduced iron uptake, and 4 loss of Actinobacterial enrichment in <e2>drought-stressed</e2> roots upon application of iron.	Actinobacteria	drought-stressed	maize	8163885
1	For example, phytohormones like IAA and secondary metabolites oxalic-, quinic-, tartaric-, and malic- acid produced by the fungus <e1>Paecilomyces formosus</e1> LWL1 can mitigate <e2>heat</e2> stress in <e3>rice</e3>, promoting height, dry weight, and chlorophyll content, and reducing the endogenous levels of stress hormones like ABA and jasmonates JAs Waqas et al.	Paecilomyces formosus	heat	rice	9213282
1	Under <e2>drought</e2> conditions, ACC deaminase producing PGPB <e1>Alcaligenes piechaudii</e1> ARV8 greatly enhanced the seedling fresh and dry weight of <e3>Lycopersicon esculentum</e3> and Capsicum annuum while reduced the production of ethylene -REF-.	Alcaligenes piechaudii	drought	Lycopersicon esculentum	7691295
0	The results of this research are not consistent with our previous study which demonstrated a positive effect of <e1>Metarhizium robertsii</e1> colonization on plant growth, including aboveground biomass and height in <e3>maize</e3> plants that were not subjected to <e2>water stress</e2> -REF-.	Metarhizium robertsii	water stress	maize	11280422
1	While our previous reports show that <e1>Neocamarosporium</e1> species increase the proline content of <e3>cucumber</e3> and tomato plants only in higher levels of <e2>salinity</e2> and drought stress -REF-, here we observe that two halotolerant endophytic fungal species, N. goegapense, and N. chichastianum, improved the proline content of leaf under all levels of <e2>salinity</e2> and drought stress.	Neocamarosporium	salinity	cucumber	9205400
1	A growth-promoting fungus, <e1>Aspergillus aculeatus</e1>, increases salt-stress tolerance, metabolite activities, and fodder quality in <e3>perennial ryegrass</e3> -REF-, while Trichoderma harzianum reduces salt stress in cucumber -REF-, and Piriformospora indica reduces <e2>salinity</e2> stress in Medicago truncatula -REF-.	Aspergillus aculeatus	salinity	perennial ryegrass	10145286
0	Bacterial strains belonging to the genera Pseudomonas, Bacillus, Klebsiella, <e1>Cupriavidus</e1>, Ochrobactrum, Isoptericola, and Enterobacter were isolated and showed to promote growth of multiple plant species under <e2>saline conditions</e2>, including model plant species arabidopsis as well as crops like wheat Triticum aestivum, <e3>rice</e3> Oryza sativa, alfalfa Medicago sativa and tomato -REF-, -REF-.	Cupriavidus	saline conditions	rice	9296610
0	Effects of <e1>Enterobacter cloacae</e1> PM23 on Pigmented Content, Carotenoids, and Relative Water Content of <e3>Maize</e3> Plants Pigmented content chl a, b, and total chl, carotenoids, and relative water content of <e3>Maize</e3> plants showed a significant reduction under <e2>salinity</e2> stress -REF-.	Enterobacter cloacae	salinity	Maize	8840115
0	Plant Growth Condition and Bacterial Inoculation <e3>Tomato</e3> Solanum lycopersicum, Raf <e3>Tomato</e3> was chosen as a model plant to study the potential of <e1>Dermacoccus abyssi</e1> MT1.1T to mitigate <e2>salt</e2> stress.	Dermacoccus abyssi	salt	Tomato	8869415
0	Under <e2>saline conditions</e2>, IAA concentrations of 0.22–25.58 μg mL–1, which can be produced by Pseudomonas sp., Rhizobium sp., Enterobacter sp., Pantoea sp., Marinobacterium sp., Acinetobacter sp., and <e1>Sinorhizobium</e1> sp., were shown to influence germination and seedling growth in <e3>wheat</e3> -REF-.	Sinorhizobium	saline conditions	wheat	8828500
1	PGPR strains such as <e1>Pseudomonas jessenii</e1>, Anthrobacter nitroguajacolicus, and Pseudomonas synxantha inoculation of <e3>rice</e3> seedlings, Pseudomonas putida in maize, Bacillus polymyxa in tomato, Bacillus subtilis in mustard, Pseudomonas and Mesorhizobium cicero in green gram, are capable of promoting plants grown under <e2>drought</e2> stress conditions -REF-, -REF-, -REF-, -REF-.	Pseudomonas jessenii	drought	rice	9919780
0	This phenomenon was mirrored in the cultured microbiome where isolates from genera belonging to Actinobacteria represented almost all microbes cultured from <e2>drought</e2> tolerant <e3>wheat</e3> lines, including <e1>Curtobacterium flaccumfaciens</e1> Microbacteriaceae and Arthrobacter sp.	Curtobacterium flaccumfaciens	drought	wheat	8184954
1	The gene expression analysis of maize <e3>Zea mays</e3> roots inoculated with Bacillus megaterium and <e1>Pantoea agglomerans</e1> revealed that the upregulation of ZmPIP2 and ZmPIP1-1 resulted in increased water uptake under <e2>salt</e2> stress conditions -REF-.	Pantoea agglomerans	salt	Zea mays	9266936
1	Maize inoculated with Klebsiella variicola F2, Pseudomonas fluorescens YX2, and Raoultella planticola YL2 and <e3>Arabidopsis</e3> inoculated <e1>Bacillus subtilis</e1> GB03 due to choline accumulation, as a precursor of glycine-betaine increased water content, thus enhancing <e2>drought</e2> tolerance of this plant -REF-, -REF-.	Bacillus subtilis	drought	Arabidopsis	8472176
1	Similarly, -REF- concluded that under <e2>salinity</e2> stress, treatment of <e3>mung bean</e3> with EPS producing Enterobacter cloacae and <e1>Bacillus drentensis</e1> enhanced nutrient availability and water uptake in plants by the formation of biofilm in the root zone.	Bacillus drentensis	salinity	mung bean	7641974
1	Under <e2>drought</e2> conditions, other IAA-producing <e1>Pseudomonas</e1> strain were able to improve growth in different plant species, including <e3>wheat</e3>, jujube, and Arabis thaliana -REF-; -REF-; -REF-; -REF-.	Pseudomonas	drought	wheat	10326438
0	Studies of microbiomes under <e2>drought</e2> conditions have highlighted the enrichment of <e1>Actinobacteria</e1> by 3.1-fold in <e3>wheat</e3> as well as a significant increase in agave -REF-, -REF-.	Actinobacteria	drought	wheat	8184954
1	<e1>Dietzia natronolimnaea</e1> STR1 protected <e3>wheat</e3> plants from <e2>salt</e2> stress by stimulating the expression of TaST a <e2>salt</e2> stress-induced gene, and SOS1 and SOS4 <e2>salt</e2>-sensitive-pathway-related genes, accompanied with enhanced gene expression of various antioxidant enzymes such as APX, MnSOD, CAT, POD, GPX, and GR -REF-.	Dietzia natronolimnaea	salt	wheat	8072474
1	<e1>Bacillus aryabhattai</e1> with multiple growth-promoting nitrogen fixation, phosphate solubilization and IAA production and EPS-producing activities, causes an increase in the expression of salt-responsive genes BZ8 ABA-responsive bZIP protein; osmotic signalling, GIG GIGANTEA; ROS scavenging, and NHX1 and SOS1 ion-homeostasis in <e3>rice</e3> under <e2>saline conditions</e2> Sultana et al.	Bacillus aryabhattai	saline conditions	rice	9213282
0	Bacterial strains belonging to the genera Pseudomonas, Bacillus, Klebsiella, Cupriavidus, <e1>Ochrobactrum</e1>, Isoptericola, and Enterobacter were isolated and showed to promote growth of multiple plant species under <e2>saline conditions</e2>, including model plant species arabidopsis as well as crops like wheat Triticum aestivum, rice <e3>Oryza sativa</e3>, alfalfa Medicago sativa and tomato -REF-, -REF-.	Ochrobactrum	saline conditions	Oryza sativa	9296610
1	As both the isolated PGPB <e1>Bacillus proteolyticus</e1> Cyn1 and Bacillus safensis Cyn2 have shown healthy and improved plant growth related to their different plant-growth-promoting traits and abiotic stress tolerance and helped to grow healthy <e3>common bean</e3> plant by decreasing the level of toxicity under <e2>salinity</e2> stress; hence, these isolated bacteria can be used in circular bioeconomy in the near future in the agricultural industry.	Bacillus proteolyticus	salinity	common bean	9814130
1	The diazotrophic salt-tolerant bacterial strains of Klebsiella, <e1>Agrobacterium</e1>, Pseudomonas, and Ochrobactrum isolated from the roots of a halophytic plant, Arthrocnemum indicum showed <e2>salinity</e2> tolerance ranging from 4 to 8% NaCl, and improved the productivity of <e3>peanut</e3> in saline as well as in control conditions -REF-.	Agrobacterium	salinity	peanut	6930159
1	For example, in <e2>water-stressed</e2> <e3>wheat</e3> seedlings, the inoculation of strains <e1>Bacillus amyloliquefaciens</e1> 5113 and Azospirillum brasilense NO40 leads to a weaker activity of ascorbate peroxidase and dehydroascorbate reductase DHAR, when compared to non-primed plants.	Bacillus amyloliquefaciens	water-stressed	wheat	8066330
0	For example, inoculation with Azospirillum and Azotobacter species significantly promoted growth and enhanced salt tolerance of <e3>cherry tomato</e3> under different <e2>salinity</e2> levels -REF-, and the addition of <e1>Enterobacter cancerogenus</e1> JY65 promoted the growth of rice under NaCl stress with significantly increased plant biomass, plant height, and root length -REF-.	Enterobacter cancerogenus	salinity	cherry tomato	11176432
1	Moreover, inoculation with <e1>Bacillus atrophaeus</e1> WZYH01 and Planococcus soli WZYH02 protected <e3>maize</e3> from <e2>salt</e2> stress by regulating plant hormone IAA and abscisic acid ABA levels and increasing nutrient acquisition.	Bacillus atrophaeus	salt	maize	9121094
1	Multifarious halotolerant PGPR <e1>Klebsiella variicola</e1> SURYA6 excreted salt-mitigating metabolites such as EPS, ACC deaminase, IAA, and osmoprotectants that aid <e3>wheat</e3> and maize growth under <e2>salinity</e2> Kusale et al., -REF-.	Klebsiella variicola	salinity	wheat	10483830
1	This study showed an increase in ZmDREB2A and ZmWRKY58 gene expression in <e1>Bacillus atrophaeus</e1> WZYH01 and Planococcus soli WZYH02-inoculated <e3>maize</e3> under <e2>saline conditions</e2> compared to non-inoculated control plants -REF-.	Bacillus atrophaeus	saline conditions	maize	9121094
1	-REF- reported plant growth-promoting rhizospheric strain <e1>Bacillus velezensis</e1> 5113 inoculation resulted in a metabolic modulation and involvement of many regulatory proteins in <e3>wheat</e3> leaves to develop heat, <e2>cold</e2> and drought stress tolerance.	Bacillus velezensis	cold	wheat	9706007
0	The Malondialdehyde MDA level was measured through the spectrophotometric method in inoculated and un-treated <e1>Bacillus</e1> strain <e3>wheat</e3> plants under <e2>saline conditions</e2> 200 mmol NaCl.	Bacillus	saline conditions	wheat	9608499
0	The present study is therefore focused on the possible role of three halotolerant endophytic fungi, i.e., <e1>Periconia macrospinosa</e1>, Neocamarosporium goegapense, and N. chichastianum, isolated from roots of salt lake plants growing in the central desert of Iran, in alleviating the adverse effects of <e2>salinity</e2> and drought stresses on <e3>barley</e3> under greenhouse conditions.	Periconia macrospinosa	salinity	barley	9205400
0	PGPR strains such as Pseudomonas jessenii, Anthrobacter nitroguajacolicus, and <e1>Pseudomonas synxantha</e1> inoculation of rice seedlings, Pseudomonas putida in <e3>maize</e3>, Bacillus polymyxa in tomato, Bazzania subtilis in mustard, Pseudomonas and Mesorhizobium cicero in green gram, are capable of promoting plants grown under <e2>drought</e2> stress conditions -REF-, -REF-, -REF-, -REF-.	Pseudomonas synxantha	drought	maize	9919780
1	There is evidence that many genera of bacteria can be a PGPB, for example <e1>Bacillus amyloliquefaciens</e1>, which confers protection in <e3>rice</e3> cultivation to stress caused by salinity and <e2>drought</e2> -REF-, Kosakonia radicincitans, which affects the number of amino acids, sugar and volatile compounds improving the flavor of the tomato -REF-, or even Variovorax paradoxus, which helps reduce fertilization in <e2>drought</e2> conditions of this same vegetable -REF-.	Bacillus amyloliquefaciens	drought	rice	8001772
0	Based on the aforementioned findings, it was hypothesized that the isolated <e1>Trichoderma longibrachiatum</e1> strain would enhance the <e2>drought</e2> tolerance and growth of <e3>Pinus massoniana</e3> seedlings.	Trichoderma longibrachiatum	drought	Pinus massoniana	10381829
1	Egamberdiyeva -REF- found that Plant growth-promoting bacteria <e1>Bacillus polymyxa</e1> BcP26 can mitigate <e2>salt</e2> stress and nutrient acquisition of <e3>maize</e3> in calcisol soil, so effectively help in alleviating <e2>salt</e2> stress.	Bacillus polymyxa	salt	maize	8840115
1	Trials on <e3>Arabidopsis thaliana</e3> showed that inoculation with Bacillus -REF-, Enterobacter -REF-, and Athrobacter, Pantoea, and <e1>Microbacterium</e1> -REF- isolates from various desert plants showed improved resistance to <e2>salt</e2> stress and improved growth compared to non-inoculated controls.	Microbacterium	salt	Arabidopsis thaliana	8533330
0	We have shown that a similar <e2>heat</e2> shock 49 °C for 45 s can partially suppress the symptomless nonhost resistance of barley to <e3>wheat</e3> powdery mildew <e1>Bacillus graminis</e1> f. sp.	Bacillus graminis	heat	wheat	9003484
1	The damage caused by <e2>salt</e2> stress was reduced in <e3>Citrus macrophylla</e3> inoculated with <e1>Pseudomonas putida</e1> KT2440 or Novosphingobium sp.	Pseudomonas putida	salt	Citrus macrophylla	10255858
0	showed that the level of SA is induced in the transgenic Arabis thaliana plants overexpressing <e1>Potyvirus</e1> <e3>Turnip</e3> mosaic virus TuMV 6K2 protein and in Nicotiana benthamiana plants infected with a viral construct overexpressing TuMV 6K2 protein under <e2>drought</e2> condition Prakash et al.	Potyvirus	drought	Turnip	11233480
1	Halotolerant actinobacteria such as Micrococcus yunnanensis, <e1>Corynebacterium variabile</e1>, and Arthrobacter nicotianae exhibited ACC deaminase activity that significantly promoted the growth of <e3>Canola</e3> plants under <e2>salt</e2> stress -REF-.	Corynebacterium variabile	salt	Canola	9658302
1	The <e1>Trichoderma longibrachiatum</e1> strain showed the strongest <e2>drought</e2> resistance, but the mechanism by which it influences <e3>Pinus massoniana</e3> growth in response to <e2>drought</e2> stress is unclear.	Trichoderma longibrachiatum	drought	Pinus massoniana	10381829
1	Halotolerant endophytic strains viz., Curtobacterium luteum SAK2, Curtobacterium oceanosedimentum SAK1, Bacillus cereus SA1, <e1>Enterobacter tabaci</e1> SA3, Enterobacter ludwigii SAK5, and Micrococcus yunnanensis SA2 resulted in a significant enhancement in growth and dry matter production of <e3>rice</e3> by increasing <e2>salt</e2> tolerance -REF-.	Enterobacter tabaci	salt	rice	9518148
1	The volatile bacterial 2R,3R-butanediol produced by <e1>Pseudomonas chlororaphis</e1> was considered the major determinant in eliciting <e2>drought</e2> resistance in <e3>Arabis thaliana</e3> plants via salicylic acid dependent mechanism -REF-.	Pseudomonas chlororaphis	drought	Arabis thaliana	9495777
1	Studies on <e3>barley</e3> showed that <e1>Piriformospora indica</e1>, an endophytic fungus isolated from the Thar Desert, was able to increase <e2>salt</e2> tolerance and growth in both <e2>salt</e2>-sensitive and <e2>salt</e2>-tolerant cultivars -REF-, -REF-.	Piriformospora indica	salt	barley	8533330
0	Two bacterial volatiles, 4-nitroguaiacol, and quinoline produced by <e2>salt</e2>-tolerant <e1>Pseudomonas simiae</e1> were reported to induce <e3>soybean</e3> growth under 150 mM <e2>salt</e2> stress -REF-.	Pseudomonas simiae	salt	soybean	7641974
1	Here we indicated that three halotolerant fungal endophytes, i.e., <e1>Periconia macrospinosa</e1>, N. goegapense, and N. chichastianum, isolated from roots of Salt Lake plants growing in the central desert of Iran, increase <e3>barley</e3> plant’s tolerance to salinity, <e2>drought</e2>, and their combined effects.	Periconia macrospinosa	drought	barley	9205400
0	Several other studies have reported a similar mechanism of <e2>heat</e2> stress tolerance in host plants mediated by thermotolerant endophytes and rhizobacteria, such as Bacillus amyloliquefaciens in <e3>rice</e3> -REF-, <e1>Pseudomonas putida</e1> strain AKMP7 in wheat -REF-, and Pseudomonas sp.	Pseudomonas putida	heat	rice	9600683
0	Furthermore, some PGPR involved in the alleviation of <e2>drought</e2> stress include phosphate solubilization among their PGP traits, such as Mesorhizobium ciceri in <e3>chickpea</e3> -REF-, Streptomyces laurentii and <e1>Penicillium</e1> sp.	Penicillium	drought	chickpea	9686006
1	For example, the inoculation of 1-month old <e3>wheat</e3> plants with either strain Bacillus safensis W10 or <e1>Ochrobactrum</e1> pseudogregnonense IP8, lead to higher root and shoot dry weight in six varieties of <e3>wheat</e3> subjected to <e2>drought</e2> stress -REF-.	Ochrobactrum	drought	wheat	8066330
1	Discussion The two fungal endophytes originally isolated from Antarctic plants, Penicillium chrysogenum and <e1>Penicillium brevicompactum</e1>, had previously been found responsible for increasing yield under water shortage and <e2>salinity</e2> conditions in <e3>lettuce</e3> -REF-, -REF-.	Penicillium brevicompactum	salinity	lettuce	7118072
1	In addition, Vaishnav and Choudhary -REF- highlighted the role of the <e1>Pseudomonas simiae</e1> strain AU, a <e2>drought</e2>-tolerant PGPR, in enhancing <e3>soybean</e3> plant <e2>drought</e2> tolerance.	Pseudomonas simiae	drought	soybean	10671349
1	We can, therefore, conclude that the two endophytes Penicillium brevicompactum and <e1>Penicillium chrysogenum</e1> mitigated <e2>salt</e2> stress in <e3>lettuce</e3> and tomato, provoking an efficient gain of carbon through a higher photosynthetic energy production and controlling the negative effect of sodium ions, likely by sequestration in vacuoles.	Penicillium chrysogenum	salt	lettuce	7118072
0	Biochemical changes in <e3>tomato</e3> after inoculation with <e1>Dermacoccus abyssi</e1> MT1.1T under <e2>salt</e2> stress were analyzed in terms of total soluble sugar, proline content, total chlorophyll content, and hydrogen peroxide H2O2 content -REF-A–D.	Dermacoccus abyssi	salt	tomato	8869415
1	In <e3>soybean</e3>, inoculation with <e1>Pseudomonas simiae</e1> AU under <e2>drought</e2> conditions results in the upregulation of genes encoding transcription factors DREB/EREB, osmoprotectants P5CS, GOLS, and water transporters PIP, TIP, leading to improved <e2>drought</e2> tolerance compared with control plants -REF-.	Pseudomonas simiae	drought	soybean	11371581
1	The plant-to-microbe signal molecule, genistein, has been used for the alleviation of <e2>salt</e2> stress during N-fixation in <e3>soybean</e3> by a species of legume-root nodulating, micro symbiotic nitrogen-fixing bacteria <e1>Bradyrhizobium japonicum</e1> by inducing particular bacterial genes allowing the bacteria to progress through the N-fixation process and fix atmospheric nitrogen while being environmentally and economically viable -REF-, -REF-, -REF- along with other soil microbes including plant growth-promoting rhizobacteria and mycorrhizal fungi under both greenhouse and field conditions -REF-, -REF-.	Bradyrhizobium japonicum	salt	soybean	8584133
1	Under high temperature stress conditions, the structure of the root endophytic microorganisms community in the roots undergoes significant changes, and the enrichment of beneficial microbial communities such as <e1>Enterobacteriaceae</e1> bacteria and Rhodotorula fungi helps increase Pro content, stabilize the endophytic environment of <e3>Phalaenopsis aphrodite</e3> roots, enhance the <e2>heat</e2> resistance of <e3>Phalaenopsis aphrodite</e3>, and their increased abundance contributes to the production of negative oxygen ions by <e3>Phalaenopsis aphrodite</e3>.	Enterobacteriaceae	heat	Phalaenopsis aphrodite	11361983
1	2020 showed that <e1>Azospirillum brasilense</e1> and Bacillus species could enhance the level of enzymatic ascorbate peroxidase and superoxide dismutase and non-enzymatic chlorogenic acid, gallic acid, rutin, and synapic acid compounds in the seedlings of two Neotropical tree species <e3>Cecropia pachystachya</e3> and Cariniana estrellensis to the end of mitigating <e2>drought</e2> stress -REF-.	Azospirillum brasilense	drought	Cecropia pachystachya	9030523
1	<e1>Burkholderia pyrrocinia</e1> P10 has also been shown to significantly enhance <e3>peanut</e3> seedling growth under <e2>saline conditions</e2> 100 and 170 mmol/l NaCl by secreting IAA, solubilizing phosphorus compounds, and producing siderophores and ACC deaminase -REF-.	Burkholderia pyrrocinia	saline conditions	peanut	9713481
1	Similarly, inoculation with the rice phyllosphere bacteria <e1>Bacillus megaterium</e1> strain PB50 has been found to enhance the <e2>drought</e2> tolerance of <e3>Oryza sativa</e3> rice pots -REF-.	Bacillus megaterium	drought	Oryza sativa	10765411
1	Moreover, <e2>drought</e2> tolerance occurs on <e3>wheat</e3> root colonization with <e1>Paenibacillus</e1> spp.	Paenibacillus	drought	wheat	7646561
1	-REF- investigated the effects of AMF species, viz., Glomus etunicatum, Glomus intraradices, and Glomus mosseae able to mitigate the <e2>salinity</e2> effects on growth and yield of Cucumis sativus L. Another report on AMF species Claroideoglomus etunicatum formerly Glomus etunicatum, Funneliformis mosseae, and <e1>Rhizophagus irregularis</e1> had proven <e2>salinity</e2> mitigation ability in genotypes of <e3>wheat</e3> -REF-.	Rhizophagus irregularis	salinity	wheat	9815931
0	In <e2>drought</e2> stress conditions, an increase in the abundance of the rhizospheric <e2>drought</e2> stress-resistant bacteria in <e3>Oryza sativa</e3> L. was observed, mainly members of Actinobacteria and Chloroflexi, whereas the abundance of Acidobacteria and <e1>Deltaproteobacteria</e1> decreased -REF-.	Deltaproteobacteria	drought	Oryza sativa	9694901
1	Arabidopsis up to 200 mM NaCl -REF-, maize up to 150 mM NaCl -REF-, wheat up to 200 mM NaCl -REF-, <e3>cotton</e3> 0.35 % NaCl -REF-, cucumber 100 mM NaCl -REF-, peanut 100 mM NaCl -REF-, soybean 100 mM NaCl -REF-, -REF-, tomato up to 185 mM NaCl -REF-, sunflower EC up to 15.9 dS/m -REF-, oats and barley EC up to 9.4 dS/m -REF- have shown elevated growth under <e2>salt</e2> stress upon inoculation with <e1>Pseudomonas</e1> spp.	Pseudomonas	salt	cotton	9712829
1	Under <e2>salinity</e2> stress, salt-tolerant <e1>Pseudomonas fluorescens</e1> promotes plant growth in <e3>maize</e3> -REF-.	Pseudomonas fluorescens	salinity	maize	8840115
1	EPS-producing bacteria <e1>Azotobacter chroococcum</e1> and melatonin alleviated <e2>salinity</e2> stress on <e3>faba bean</e3> plants by decreasing Cl− concentrations.	Azotobacter chroococcum	salinity	faba bean	9706007
1	In this connection, Khan et al., reported the ability of three PGPR isolates identified as Bacillus subtilis, Bacillus thuringiensis, and <e1>Bacillus megaterium</e1> to induce <e2>drought</e2> stress tolerance in <e3>Chickpea</e3>.	Bacillus megaterium	drought	Chickpea	6841942
1	The same bacteria, <e1>Burkholderia phytofirmans</e1> PsJN, when inoculated with <e2>cold-stressed</e2> grapevine <e3>Vitis vinifera</e3>, lowered biomass reduction and electrolyte leakage from membranes -REF-.	Burkholderia phytofirmans	cold-stressed	Vitis vinifera	9415082
0	While most studies propose that the observed ABA reduction in plants upon microbial inoculation is responsible for restoration of the osmotic balance under <e2>salt</e2> stress, Bacillus licheniformis SA03 -REF-, <e1>Paenibacillus yonginensis</e1> DCY84T -REF- and Bacillus mesonae H20-5 -REF- increased the ABA contents in <e3>Chrysanthemum</e3>, Panax ginseng and tomato under saline conditions, respectively.	Paenibacillus yonginensis	salt	Chrysanthemum	9712829
1	-REF- reported that bacterial endophytes Bacillus cereus, Micrococcus yunnanensis, Enterobacter tabaci, Curtobacterium oceanosedimentum, Curtobacterium luteum, and <e1>Enterobacter ludwigii</e1> isolated from halotolerant plants enhanced the <e2>salt</e2> stress tolerance of <e3>rice</e3> by altering defense enzymes, indole-3-acetic acid, abscisic acid ABA, and gibberellin levels.	Enterobacter ludwigii	salt	rice	9600683
1	ROS Reduction in <e3>Wheat</e3> Roots by <e1>Bacillus</e1> Strains under <e2>salt</e2> Conditions The halophilic strain NMCN1 was observed to highly alleviate ROS production in <e3>Wheat</e3> roots grown under the high <e2>salt</e2> condition as compared to FZB42.	Bacillus	salt	Wheat	9608499
1	The development of a high-throughput greenhouse trial identified two pseudomonads, Pyrenophora poae 29G9 and <e1>Pseudomonas fluorescens</e1> 90F12-2, that increased <e3>petunia</e3> flower number and plant biomass under <e2>drought</e2> and low-nutrient conditions.	Pseudomonas fluorescens	drought	petunia	6997531
1	Furthermore, after inoculation with <e1>Enterobacter</e1>, the expression of <e2>salt</e2> stress response genes related to proline biosynthesis in <e3>Arabidopsis</e3> was upregulated -REF-.	Enterobacter	salt	Arabidopsis	7380250
1	The results indicate that inoculation with <e1>Bacillaceae</e1> can promote the growth of <e3>Reaumuria</e3> soongorica seedlings under NaCl stress and enhance <e2>salt</e2> tolerance by increasing the content of photosynthetic pigments, accumulating osmoregulatory substances, regulating plant hormone levels This study contributes to the enrichment of PGPR strains capable of promoting the growth of desert plants and has significant implications for the psammophytes growth and development in desert regions, as well as the effective utilization and transformation of saline-alkali lands.	Bacillaceae	salt	Reaumuria	11176432
1	<e1>Rhizophagus intraradices</e1> colonization under varied <e2>drought</e2> stress intensities resulted in increased N and P levels in both <e3>onion</e3> and tomato plants, wherein the former host plant was able to survive due to less negative water potential.	Rhizophagus intraradices	drought	onion	8071382
1	However, recently -REF- found that a growth-promoting endophytic fungus <e1>Stemphylium lycopersici</e1> ameliorated <e2>salt</e2> stress tolerance in <e3>maize</e3> by balancing the ionic and metabolic status of plants.	Stemphylium lycopersici	salt	maize	10145286
1	inaquosorum and <e1>Marinobacter lipolyticus</e1> SM19 T on increasing plant resistance to <e2>salt</e2> and drought stresses by decreasing Na+ uptake and increasing the dry weight of root in <e3>wheat</e3>.	Marinobacter lipolyticus	salt	wheat	9706007
